## trace file of reporting unit ZSum values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 999 ThinningInterval= 20
SweepNumber	Norton	Upper_Yukon	Middle_Yukon	Lower_Yukon	Bristol_Bay_Kusk
39280	257	74	271	234	1439
39300	246	74	270	240	1445
39320	250	74	272	233	1446
39340	252	74	271	232	1446
39360	250	74	271	240	1440
39380	256	74	270	240	1435
39400	253	74	271	236	1441
39420	257	74	271	235	1438
39440	254	74	271	217	1459
39460	256	74	271	253	1421
39480	238	74	271	229	1463
39500	252	74	271	254	1424
39520	252	74	272	216	1461
39540	247	74	271	250	1433
39560	246	74	271	234	1450
39580	250	74	270	227	1454
39600	253	74	272	233	1443
39620	240	74	271	239	1451
39640	259	74	271	244	1427
39660	243	74	271	239	1448
39680	248	74	270	230	1453
39700	258	74	271	239	1433
39720	241	74	273	243	1444
39740	240	74	271	239	1451
39760	253	74	271	237	1440
39780	258	74	271	246	1426
39800	241	74	271	240	1449
39820	252	74	271	235	1443
39840	260	74	271	242	1428
39860	252	74	272	237	1440
39880	246	74	271	241	1443
39900	253	74	271	245	1432
39920	257	74	271	220	1453
39940	257	74	271	230	1443
39960	247	74	271	235	1448
39980	246	74	271	235	1449
40000	253	74	271	235	1442
40020	253	74	270	248	1430
40040	252	74	272	243	1434
40060	248	74	272	239	1442
40080	250	74	271	233	1447
40100	250	74	271	240	1440
40120	248	74	270	233	1450
40140	252	74	272	233	1444
40160	250	74	271	254	1426
40180	254	74	271	243	1433
40200	254	74	272	233	1442
40220	244	74	271	252	1434
40240	245	74	271	247	1438
40260	255	74	271	228	1447
40280	254	74	271	234	1442
40300	258	74	270	245	1428
40320	248	74	271	235	1447
40340	255	74	271	215	1460
40360	251	74	271	245	1434
40380	248	74	270	240	1443
40400	248	74	271	237	1445
40420	259	74	271	241	1430
40440	252	74	271	228	1450
40460	250	74	271	244	1436
40480	256	74	271	228	1446
40500	253	74	272	252	1424
40520	252	74	271	239	1439
40540	255	74	270	230	1446
40560	245	74	271	239	1446
40580	258	74	270	242	1431
40600	248	74	270	230	1453
40620	253	74	271	229	1448
40640	244	74	271	233	1453
40660	261	74	272	225	1443
40680	250	74	271	236	1444
40700	252	74	270	244	1435
40720	247	74	271	242	1441
40740	249	74	272	227	1453
40760	254	74	272	235	1440
40780	249	74	270	231	1451
40800	253	74	271	236	1441
40820	242	74	270	250	1439
40840	253	74	271	245	1432
40860	250	74	270	247	1434
40880	241	74	271	241	1448
40900	264	74	270	227	1440
40920	257	74	270	233	1441
40940	248	74	272	241	1440
40960	250	74	271	232	1448
40980	257	74	271	228	1445
41000	236	74	271	234	1460
41020	246	74	271	238	1446
41040	251	73	271	239	1441
41060	247	74	270	237	1447
41080	246	74	271	229	1455
41100	255	74	271	239	1436
41120	247	74	270	234	1450
41140	254	74	271	237	1439
41160	249	74	272	224	1456
41180	258	74	270	241	1432
41200	254	74	270	229	1448
41220	248	74	271	232	1450
41240	258	74	270	240	1433
41260	249	74	270	231	1451
41280	248	74	272	244	1437
41300	259	74	271	242	1429
41320	248	74	271	248	1434
41340	248	74	271	247	1435
41360	250	74	271	232	1448
41380	252	74	272	233	1444
41400	251	74	271	227	1452
41420	247	74	271	230	1453
41440	247	74	271	232	1451
41460	248	74	271	246	1436
41480	251	74	271	232	1447
41500	257	74	271	228	1445
41520	252	74	271	247	1431
41540	257	74	271	221	1452
41560	254	74	271	236	1440
41580	254	74	271	243	1433
41600	256	74	270	243	1432
41620	250	74	270	233	1448
41640	252	74	272	242	1435
41660	247	74	270	237	1447
41680	240	74	272	244	1445
41700	250	74	271	238	1442
41720	254	74	270	236	1441
41740	246	74	270	248	1437
41760	254	74	273	224	1450
41780	253	74	271	231	1446
41800	245	74	270	241	1445
41820	246	74	270	244	1441
41840	244	74	272	234	1451
41860	253	74	271	235	1442
41880	255	74	271	242	1433
41900	250	74	271	249	1431
41920	254	74	272	246	1429
41940	253	74	272	221	1455
41960	252	74	270	234	1445
41980	250	74	271	264	1416
42000	249	74	271	238	1443
42020	249	74	272	240	1440
42040	255	74	271	259	1416
42060	248	74	272	258	1423
42080	251	74	271	235	1444
42100	249	74	270	246	1436
42120	257	74	271	234	1439
42140	247	74	271	239	1444
42160	249	74	272	226	1454
42180	249	74	271	232	1449
42200	250	74	270	250	1431
42220	256	74	272	240	1433
42240	249	74	271	240	1441
42260	259	74	271	223	1448
42280	242	74	271	228	1460
42300	251	74	271	242	1437
42320	254	74	271	231	1445
42340	263	74	271	221	1446
42360	261	74	271	240	1429
42380	254	74	272	224	1451
42400	247	74	272	243	1439
42420	249	74	271	246	1435
42440	257	74	270	237	1437
42460	246	74	270	238	1447
42480	254	74	271	233	1443
42500	251	74	270	237	1443
42520	250	74	271	224	1456
42540	249	73	271	241	1441
42560	248	74	271	246	1436
42580	253	74	271	245	1432
42600	248	74	272	249	1432
42620	248	74	270	244	1439
42640	255	74	272	230	1444
42660	255	74	271	225	1450
42680	258	74	270	238	1435
42700	255	74	270	244	1432
42720	254	74	270	245	1432
42740	254	74	270	269	1408
42760	254	74	271	224	1452
42780	239	74	272	243	1447
42800	252	74	271	233	1445
42820	251	74	270	233	1447
42840	254	74	271	223	1453
42860	251	74	271	244	1435
42880	249	74	271	249	1432
42900	249	74	271	230	1451
42920	240	74	271	231	1459
42940	243	74	272	239	1447
42960	256	74	271	234	1440
42980	254	74	272	238	1437
43000	244	74	271	238	1448
43020	246	74	271	240	1444
43040	252	74	270	235	1444
43060	260	74	270	220	1451
43080	253	74	270	237	1441
43100	248	73	271	244	1439
43120	255	74	271	246	1429
43140	250	74	270	242	1439
43160	260	74	271	236	1434
43180	245	74	271	252	1433
43200	251	74	270	254	1426
43220	253	74	271	234	1443
43240	256	74	272	247	1426
43260	249	74	271	233	1448
43280	245	74	271	238	1447
43300	242	74	270	243	1446
43320	263	74	271	239	1428
43340	250	74	270	235	1446
43360	255	74	271	246	1429
43380	246	74	270	238	1447
43400	245	74	270	240	1446
43420	247	74	270	229	1455
43440	252	74	270	240	1439
43460	247	74	271	245	1438
43480	259	74	271	237	1434
43500	257	74	271	244	1429
43520	238	74	271	243	1449
43540	245	74	271	235	1450
43560	257	74	271	227	1446
43580	253	74	270	212	1466
43600	247	74	271	239	1444
43620	241	74	271	230	1459
43640	253	74	270	233	1445
43660	254	74	270	237	1440
43680	249	74	270	238	1444
43700	247	74	271	240	1443
43720	251	74	271	251	1428
43740	239	74	272	244	1446
43760	245	74	271	232	1453
43780	250	74	271	241	1439
43800	254	74	270	241	1436
43820	247	74	271	232	1451
43840	247	74	271	255	1428
43860	248	74	270	242	1441
43880	257	74	271	248	1425
43900	246	74	271	240	1444
43920	248	74	271	236	1446
43940	253	74	271	245	1432
43960	252	74	272	232	1445
43980	251	74	270	227	1453
44000	252	74	271	240	1438
44020	260	74	272	233	1436
44040	258	74	271	236	1436
44060	247	74	271	208	1475
44080	256	74	270	239	1436
44100	256	74	270	233	1442
44120	253	74	271	217	1460
44140	249	74	272	232	1448
44160	247	74	272	239	1443
44180	256	74	270	224	1451
44200	251	74	271	245	1434
44220	245	74	272	231	1453
44240	248	74	271	233	1449
44260	257	74	271	235	1438
44280	249	74	270	238	1444
44300	254	74	270	249	1428
44320	255	74	271	234	1441
44340	243	74	272	235	1451
44360	251	74	271	226	1453
44380	252	74	270	234	1445
44400	249	74	271	235	1446
44420	248	74	271	248	1434
44440	248	74	271	240	1442
44460	251	74	271	238	1441
44480	251	74	271	241	1438
44500	253	74	271	233	1444
44520	251	74	272	226	1452
44540	261	74	270	247	1423
44560	256	74	271	232	1442
44580	256	74	271	239	1435
44600	255	74	271	229	1446
44620	250	74	271	236	1444
44640	250	74	271	246	1434
44660	246	74	271	238	1446
44680	254	74	271	243	1433
44700	253	74	271	252	1425
44720	249	74	271	244	1437
44740	251	74	270	236	1444
44760	245	74	271	255	1430
44780	247	74	271	247	1436
44800	241	74	271	240	1449
44820	253	74	271	242	1435
44840	247	74	271	230	1453
44860	252	74	271	249	1429
44880	256	74	270	233	1442
44900	245	74	271	246	1439
44920	250	74	270	218	1463
44940	250	74	271	242	1438
44960	251	74	271	238	1441
44980	254	74	271	247	1429
45000	250	74	270	223	1458
45020	257	74	271	222	1451
45040	249	74	270	230	1452
45060	257	74	271	260	1413
45080	251	74	270	234	1446
45100	251	74	272	233	1445
45120	246	74	271	231	1453
45140	254	74	271	239	1437
45160	251	74	271	229	1450
45180	254	74	271	231	1445
45200	255	74	270	242	1434
45220	244	74	270	234	1453
45240	246	74	271	232	1452
45260	248	74	271	236	1446
45280	245	74	271	239	1446
45300	257	74	270	230	1444
45320	252	74	270	243	1436
45340	244	74	270	230	1457
45360	251	74	271	236	1443
45380	256	74	271	236	1438
45400	248	74	272	250	1431
45420	250	74	271	236	1444
45440	249	74	271	243	1438
45460	247	74	271	237	1446
45480	249	74	270	225	1457
45500	255	74	270	253	1423
45520	254	74	271	239	1437
45540	255	74	270	222	1454
45560	252	74	272	249	1428
45580	255	74	271	235	1440
45600	252	74	271	253	1425
45620	248	74	272	235	1446
45640	255	74	270	233	1443
45660	254	74	271	236	1440
45680	265	74	270	230	1436
45700	245	74	272	230	1454
45720	252	74	271	232	1446
45740	244	74	272	243	1442
45760	249	74	272	229	1451
45780	251	74	271	252	1427
45800	247	74	271	240	1443
45820	249	74	270	248	1434
45840	251	74	272	244	1434
45860	258	74	271	220	1452
45880	259	74	271	233	1438
45900	256	74	271	227	1447
45920	249	74	271	243	1438
45940	256	74	272	248	1425
45960	245	74	271	245	1440
45980	259	74	271	249	1422
46000	250	74	271	223	1457
46020	270	74	271	243	1417
46040	257	74	271	225	1448
46060	250	74	270	227	1454
46080	251	74	272	244	1434
46100	255	74	271	225	1450
46120	253	74	271	233	1444
46140	252	74	272	247	1430
46160	249	74	270	218	1464
46180	242	74	271	236	1452
46200	248	74	271	239	1443
46220	252	74	270	245	1434
46240	252	74	271	239	1439
46260	243	74	270	250	1438
46280	239	74	271	248	1443
46300	245	74	271	235	1450
46320	250	74	270	227	1454
46340	255	74	270	243	1433
46360	250	74	270	251	1430
46380	248	74	270	229	1454
46400	259	74	271	253	1418
46420	257	74	271	239	1434
46440	253	74	271	234	1443
46460	255	74	270	239	1437
46480	254	74	271	250	1426
46500	261	74	272	230	1438
46520	254	74	271	239	1437
46540	257	74	271	217	1456
46560	253	74	270	233	1445
46580	250	74	270	251	1430
46600	248	74	272	231	1450
46620	248	74	271	237	1445
46640	243	74	270	224	1464
46660	254	74	271	256	1420
46680	249	74	270	234	1448
46700	263	74	271	245	1422
46720	249	74	271	244	1437
46740	251	74	271	236	1443
46760	251	74	270	235	1445
46780	250	74	271	226	1454
46800	260	74	270	231	1440
46820	253	74	272	242	1434
46840	249	74	270	234	1448
46860	242	74	271	235	1453
46880	250	74	272	230	1449
46900	256	74	271	238	1436
46920	257	74	271	237	1436
46940	250	74	270	237	1444
46960	254	74	271	238	1438
46980	258	74	270	256	1417
47000	258	74	272	237	1434
47020	248	74	271	246	1436
47040	248	74	271	220	1462
47060	249	74	271	236	1445
47080	247	74	271	233	1450
47100	249	74	271	238	1443
47120	246	74	271	241	1443
47140	253	74	270	231	1447
47160	252	74	271	225	1453
47180	249	74	271	231	1450
47200	255	74	272	235	1439
47220	251	74	270	229	1451
47240	260	74	272	228	1441
47260	249	74	271	235	1446
47280	250	74	271	231	1449
47300	252	74	271	234	1444
47320	243	74	271	231	1456
47340	244	74	271	245	1441
47360	252	74	270	260	1419
47380	244	74	272	224	1461
47400	250	74	272	228	1451
47420	244	74	270	225	1462
47440	255	74	270	234	1442
47460	254	74	270	220	1457
47480	241	74	271	243	1446
47500	252	74	271	241	1437
47520	248	74	271	232	1450
47540	247	74	272	249	1433
47560	250	74	270	221	1460
47580	258	74	270	227	1446
47600	257	74	271	251	1422
47620	254	74	271	246	1430
47640	251	74	271	236	1443
47660	248	74	270	244	1439
47680	249	74	270	247	1435
47700	238	74	272	230	1461
47720	256	74	270	244	1431
47740	251	74	271	215	1464
47760	245	74	270	227	1459
47780	242	74	271	232	1456
47800	249	74	271	227	1454
47820	247	74	272	235	1447
47840	250	74	270	211	1470
47860	253	73	272	232	1445
47880	247	74	272	229	1453
47900	248	74	271	225	1457
47920	248	74	271	230	1452
47940	248	74	271	248	1434
47960	249	74	270	239	1443
47980	252	74	271	254	1424
48000	250	74	271	230	1450
48020	252	74	271	232	1446
48040	244	74	270	227	1460
48060	246	74	271	237	1447
48080	248	74	272	230	1451
48100	258	74	271	226	1446
48120	257	74	271	219	1454
48140	256	74	270	239	1436
48160	252	74	271	249	1429
48180	246	74	271	233	1451
48200	258	74	271	233	1439
48220	251	74	271	257	1422
48240	248	74	271	239	1443
48260	250	74	272	242	1437
48280	250	74	272	241	1438
48300	257	74	271	237	1436
48320	263	74	272	250	1416
48340	236	74	271	238	1456
48360	260	74	270	255	1416
48380	265	74	271	242	1423
48400	254	74	272	243	1432
48420	249	74	271	236	1445
48440	247	74	271	241	1442
48460	239	74	271	233	1458
48480	257	74	272	236	1436
48500	250	74	271	224	1456
48520	250	74	270	251	1430
48540	245	74	272	241	1443
48560	259	74	271	228	1443
48580	256	74	271	247	1427
48600	248	74	271	240	1442
48620	260	74	271	234	1436
48640	245	74	271	236	1449
48660	246	74	270	237	1448
48680	261	74	272	228	1440
48700	252	74	271	237	1441
48720	250	74	271	224	1456
48740	251	74	271	236	1443
48760	253	74	271	232	1445
48780	245	74	270	233	1453
48800	249	74	270	242	1440
48820	247	74	271	228	1455
48840	246	74	271	243	1441
48860	250	74	270	231	1450
48880	256	74	271	252	1422
48900	247	74	270	227	1457
48920	246	74	270	233	1452
48940	250	74	271	231	1449
48960	255	74	272	230	1444
48980	256	74	272	255	1418
49000	250	74	271	239	1441
49020	258	74	271	249	1423
49040	254	74	272	226	1449
49060	255	73	270	242	1435
49080	253	74	271	243	1434
49100	242	74	270	232	1457
49120	245	74	270	246	1440
49140	241	74	271	240	1449
49160	244	74	271	231	1455
49180	254	74	271	255	1421
49200	239	74	272	250	1440
49220	252	74	271	250	1428
49240	255	74	272	237	1437
49260	251	74	270	226	1454
49280	250	74	271	225	1455
49300	247	74	272	255	1427
49320	257	74	270	231	1443
49340	254	74	272	239	1436
49360	258	74	272	230	1441
49380	247	74	270	243	1441
49400	253	74	271	238	1439
49420	246	74	271	253	1431
49440	245	74	270	238	1448
49460	253	74	271	223	1454
49480	256	74	271	248	1426
49500	256	74	270	242	1433
49520	253	74	270	218	1460
49540	247	74	271	246	1437
49560	243	74	271	233	1454
49580	250	74	271	233	1447
49600	255	74	271	222	1453
49620	243	74	271	230	1457
49640	247	74	272	248	1434
49660	246	74	271	230	1454
49680	242	74	271	230	1458
49700	252	74	270	248	1431
49720	248	74	271	239	1443
49740	255	74	270	231	1445
49760	252	74	272	234	1443
49780	252	74	271	251	1427
49800	239	74	270	235	1457
49820	255	74	271	251	1424
49840	251	74	271	236	1443
49860	242	74	270	248	1441
49880	247	74	272	234	1448
49900	256	74	271	248	1426
49920	248	74	271	214	1468
49940	248	74	272	238	1443
49960	234	74	272	233	1462
49980	247	74	271	230	1453
50000	249	74	272	234	1446
50020	247	74	272	245	1437
50040	252	74	271	230	1448
50060	245	74	271	236	1449
50080	241	74	270	239	1451
50100	239	74	270	231	1461
50120	246	74	271	239	1445
50140	254	74	271	256	1420
50160	258	74	271	235	1437
50180	249	74	270	235	1447
50200	249	74	271	247	1434
50220	249	74	270	238	1444
50240	256	74	270	248	1427
50260	256	74	270	243	1432
50280	250	74	271	241	1439
50300	249	74	271	236	1445
50320	254	74	272	235	1440
50340	252	74	271	237	1441
50360	243	74	270	234	1454
50380	252	74	271	229	1449
50400	248	74	270	250	1433
50420	255	74	271	237	1438
50440	251	74	271	238	1441
50460	253	74	272	234	1442
50480	246	74	270	243	1442
50500	251	74	272	222	1456
50520	254	74	272	238	1437
50540	255	74	271	240	1435
50560	248	74	271	236	1446
50580	246	74	271	227	1457
50600	254	74	271	230	1446
50620	250	74	271	235	1445
50640	251	74	270	234	1446
50660	252	74	271	240	1438
50680	248	74	271	239	1443
50700	258	74	270	251	1422
50720	247	74	270	242	1442
50740	251	74	272	248	1430
50760	254	74	271	238	1438
50780	254	74	270	249	1428
50800	244	74	271	244	1442
50820	259	74	271	242	1429
50840	250	74	271	237	1443
50860	252	74	271	247	1431
50880	258	74	273	244	1426
50900	264	74	271	236	1430
50920	250	74	272	248	1431
50940	246	74	270	243	1442
50960	246	74	271	236	1448
50980	252	74	271	242	1436
