## trace file of population Pi values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 20000 ThinningInterval= 20
SweepNumber	KANDR03	KANVI07	KAROL05	KBIGCK04	KBIGS07	KEEK05	KGAGA06	KGEOR05	KGISA01	KGOLS06	KGONF06	KHENS01	KIOW10	KKANE05	KKANT05	KKISA05	KKLUTU09	KKOGR05	KKOGR07	KKOKT10	KNECO07	KNORTH10	KPILG0506	KSALC05	KSALM06	KSTUY09	KTOGRT09	KTUBU09
29060	0.05100030	0.01804421	0.02423047	0.03041492	0.03345120	0.03266416	0.03739691	0.05014318	0.04158212	0.02083660	0.03450252	0.04051642	0.01659370	0.03897445	0.03840126	0.03900264	0.03736144	0.01957498	0.04221428	0.04447774	0.04421549	0.02370574	0.01984398	0.04612241	0.04115155	0.03777713	0.05034543	0.04545479
29080	0.04245034	0.01824378	0.02647632	0.02531554	0.03159806	0.03788203	0.03924623	0.03467495	0.04247047	0.02494395	0.03997930	0.04555352	0.02414786	0.03523823	0.04538052	0.02657060	0.04755705	0.01464391	0.04189037	0.04275857	0.05030879	0.02557386	0.02872541	0.04191114	0.05098341	0.02580854	0.05603127	0.03363598
29100	0.04430325	0.01615309	0.03298341	0.02658716	0.03660291	0.03735643	0.04110481	0.03606768	0.03625758	0.03268106	0.04294527	0.03775340	0.03534400	0.05234793	0.03436738	0.03869960	0.03965138	0.01578215	0.04702387	0.04207419	0.03530281	0.02560128	0.02152139	0.04294225	0.03708896	0.02322806	0.04572478	0.04250391
29120	0.04572186	0.02341719	0.03470008	0.02758290	0.02968416	0.02824646	0.05822061	0.03465900	0.04051274	0.01978292	0.03509655	0.04009709	0.02118642	0.03625348	0.04719219	0.03194663	0.03600948	0.02828960	0.02951273	0.04154997	0.04091639	0.02780150	0.01618467	0.04531726	0.05178347	0.04046090	0.05187334	0.03600042
29140	0.04283780	0.01681671	0.02247709	0.02141858	0.02910307	0.04532739	0.03318297	0.03922417	0.03641291	0.02273150	0.03936001	0.04167689	0.02503135	0.05238533	0.03936866	0.03967237	0.04701552	0.02083337	0.04382663	0.04570464	0.04639870	0.02324295	0.02201723	0.04199413	0.04045571	0.03442023	0.04504161	0.04202249
29160	0.04678500	0.02237798	0.02146229	0.03270895	0.03185252	0.04633146	0.03265428	0.04495171	0.03675431	0.02365119	0.03235623	0.04195511	0.02242133	0.03770995	0.04001716	0.03306969	0.05901223	0.02843027	0.03610068	0.04259376	0.03678647	0.02336356	0.02494538	0.03692657	0.04637381	0.03407616	0.04405697	0.04027499
29180	0.04720689	0.01866036	0.02172276	0.03502987	0.03520290	0.02493047	0.04704050	0.03470377	0.03838940	0.03421379	0.04390375	0.04141640	0.01247776	0.04707788	0.03737678	0.04037848	0.04261275	0.02096478	0.03352849	0.02968147	0.04725213	0.02876866	0.02511931	0.03965414	0.03298729	0.04783595	0.05331750	0.03854577
29200	0.04768891	0.02633893	0.03069365	0.02977435	0.03284002	0.04012921	0.04140752	0.03332023	0.03284600	0.02192676	0.03412316	0.03729910	0.01871394	0.03613348	0.04301291	0.03292863	0.04950144	0.01934615	0.04290125	0.04339906	0.04827291	0.03283170	0.02243607	0.03553364	0.05296475	0.03320838	0.04341457	0.03701327
29220	0.04443767	0.01977133	0.02444275	0.03558354	0.03409762	0.04641917	0.03694189	0.03561411	0.04050775	0.02305943	0.04524906	0.03924226	0.01950875	0.02902232	0.03584129	0.04688019	0.03485136	0.02277354	0.04399679	0.04382835	0.05386762	0.02047591	0.02418601	0.04109669	0.03425933	0.02835459	0.05470466	0.04098602
29240	0.04204956	0.02090735	0.01767544	0.02669988	0.03291894	0.04668411	0.04289025	0.03745181	0.04572619	0.03127377	0.03295124	0.04221846	0.02314950	0.04163394	0.04630287	0.04895559	0.03568444	0.01779411	0.04245333	0.04153814	0.04130173	0.01917655	0.02076361	0.03643330	0.04280817	0.03135668	0.05051650	0.04068455
29260	0.04306336	0.01644528	0.02808302	0.02245540	0.02986008	0.04181123	0.04398294	0.04261511	0.03746106	0.02481431	0.03917835	0.04420291	0.01938054	0.04329881	0.04384299	0.04240774	0.03812428	0.01437746	0.04107065	0.04156610	0.04736215	0.02793883	0.02317371	0.04276667	0.03318975	0.04032232	0.05236972	0.03483523
29280	0.04191087	0.02483793	0.02458899	0.03146288	0.02863085	0.03462075	0.04312753	0.04041833	0.03808968	0.03105243	0.04781495	0.03035828	0.01913745	0.04464293	0.04440021	0.04023467	0.03761697	0.01266554	0.04198013	0.04461125	0.04689586	0.02269044	0.02605438	0.04349906	0.03450439	0.04504965	0.03703329	0.04207030
29300	0.03260472	0.02127726	0.02357384	0.02882073	0.03695547	0.05210457	0.04260251	0.03792027	0.03469828	0.02888042	0.03575779	0.04000359	0.02882327	0.05012426	0.03754024	0.03471846	0.02536335	0.02435175	0.04704734	0.04054280	0.04986368	0.02805815	0.02288284	0.03574416	0.03294360	0.03883829	0.05053178	0.03742659
29320	0.03928306	0.02173516	0.02637765	0.03007471	0.02894722	0.04240193	0.03942680	0.04526635	0.03614312	0.02568366	0.04383271	0.03352442	0.02289636	0.05403937	0.04142826	0.03274483	0.05330138	0.02558454	0.03469798	0.05384003	0.03377508	0.02926665	0.02361204	0.03945303	0.04321582	0.03280159	0.03449215	0.03215411
29340	0.05049663	0.01761776	0.02138360	0.02554316	0.03341810	0.04284762	0.04200602	0.03938342	0.04785621	0.02532510	0.03633151	0.03782012	0.02782653	0.04056612	0.03860209	0.04403727	0.05007569	0.02035029	0.03948146	0.04274546	0.04767483	0.02106548	0.02259396	0.04026454	0.04158416	0.03786398	0.02869730	0.03654161
29360	0.04376116	0.02145329	0.04141271	0.02372592	0.03325672	0.04692178	0.03809963	0.03721478	0.03764242	0.02356054	0.03572300	0.04235107	0.02168649	0.04045335	0.03544100	0.02948394	0.04502259	0.02416818	0.04246781	0.04271917	0.04403298	0.02042849	0.02962627	0.03962336	0.04089357	0.03513462	0.04408094	0.03961422
29380	0.05310071	0.02013139	0.02898380	0.02663818	0.03359571	0.03161154	0.04147786	0.04211366	0.04334106	0.02647817	0.03374370	0.03845679	0.01963729	0.04633646	0.03575050	0.03328306	0.04539948	0.01345354	0.03403024	0.04336692	0.04263203	0.02616220	0.02623758	0.03956382	0.04830794	0.03381764	0.05801483	0.03433391
29400	0.03894764	0.01901922	0.02420267	0.02130611	0.03642058	0.04168360	0.05580426	0.04186462	0.04419656	0.02690300	0.04290483	0.03722107	0.01830419	0.03475105	0.03522905	0.02654452	0.02837519	0.02209067	0.05237740	0.04556882	0.04936440	0.03067205	0.02244068	0.04173054	0.03900722	0.03638563	0.04829696	0.03838746
29420	0.04337574	0.02062647	0.02127382	0.02532581	0.03360590	0.03490905	0.05160497	0.03636312	0.04435959	0.02836875	0.03841173	0.03522261	0.02352596	0.04204512	0.03915917	0.03008162	0.03128059	0.02151859	0.04995081	0.03067142	0.03862895	0.02692679	0.02647864	0.03921163	0.04248925	0.05419680	0.06000377	0.03038335
29440	0.04316550	0.02009584	0.02322422	0.02797467	0.03042887	0.04472159	0.03385678	0.03745541	0.03331709	0.02974801	0.03991736	0.04082870	0.02574583	0.04310883	0.04366508	0.03663572	0.03663263	0.01404405	0.04894232	0.04441974	0.04298898	0.02673200	0.02259313	0.03299087	0.04153349	0.04000723	0.05880371	0.03642232
29460	0.04384942	0.02628907	0.02757681	0.02715310	0.03414475	0.03124382	0.03816709	0.04266235	0.03491448	0.02775256	0.04384557	0.04796342	0.02123069	0.04147717	0.04665730	0.02965024	0.04125655	0.02252765	0.04012956	0.03992168	0.05805208	0.02836035	0.02052561	0.03272674	0.03721022	0.03088492	0.04969472	0.03413206
29480	0.03699577	0.01812121	0.03344887	0.02005459	0.02974391	0.03592199	0.04192143	0.03317072	0.02927384	0.02816730	0.04226651	0.03129070	0.02117160	0.03774837	0.03445751	0.04165320	0.05571318	0.01858562	0.03435729	0.04708990	0.05140723	0.03125359	0.01972194	0.04020975	0.04853245	0.04125875	0.05577449	0.04068830
29500	0.05228626	0.02448343	0.03417681	0.02910438	0.03219765	0.02847263	0.03742460	0.04525177	0.03633185	0.02750117	0.04108251	0.03038056	0.01877196	0.03880450	0.03985955	0.03890819	0.05030627	0.01425550	0.03397923	0.04847250	0.04293901	0.02379133	0.02546709	0.03627494	0.03955542	0.04567374	0.04429102	0.03995613
29520	0.04456990	0.01939583	0.02797897	0.02702182	0.03461892	0.03286782	0.03590771	0.04039757	0.03639463	0.02175300	0.03444039	0.03703458	0.03339544	0.05951373	0.03834174	0.05170589	0.03029955	0.02477184	0.03319942	0.04133390	0.03483211	0.02602107	0.02660901	0.04312459	0.03415211	0.04862572	0.04338040	0.03831235
29540	0.04988813	0.02108894	0.02996569	0.02193580	0.03202709	0.03888177	0.03158075	0.03950130	0.03487994	0.03063764	0.03258045	0.03819841	0.01677960	0.04545487	0.03435209	0.04562595	0.05441086	0.02055841	0.04165219	0.04281818	0.04833576	0.02204137	0.01913451	0.03766749	0.04116170	0.03784900	0.05531778	0.03567434
29560	0.04015234	0.01787713	0.02890752	0.03409705	0.03583891	0.03833130	0.03568762	0.04764915	0.03057032	0.02830951	0.03771374	0.04420653	0.02283034	0.04992664	0.04015663	0.03479775	0.04023446	0.01627439	0.03699886	0.04248153	0.04881597	0.02517326	0.02091720	0.04656365	0.03489017	0.03536639	0.05188582	0.03334586
29580	0.04224915	0.01561543	0.03527154	0.03723881	0.03246274	0.04328347	0.04845184	0.03687351	0.04235803	0.02404347	0.03368077	0.04084370	0.02677190	0.02849586	0.04093521	0.04100962	0.06009388	0.02050561	0.03820652	0.03997758	0.04395673	0.02769315	0.02169771	0.04127646	0.02544108	0.02774372	0.04736035	0.03646217
29600	0.06093343	0.01654429	0.02238034	0.02142108	0.03641848	0.04245676	0.04062395	0.03759557	0.04070295	0.02736125	0.03533857	0.03198050	0.02371330	0.03471993	0.04432672	0.03734795	0.05509096	0.01572298	0.03602218	0.04759660	0.04805706	0.02616792	0.02375431	0.03572340	0.05319037	0.03551634	0.03610710	0.03318569
29620	0.04489041	0.02136531	0.02498777	0.02848952	0.03140657	0.03436823	0.04419062	0.04407437	0.04087065	0.02737811	0.03979495	0.03725171	0.02232976	0.03433623	0.03465583	0.03491401	0.03746398	0.01340563	0.04849853	0.04334235	0.04556508	0.03219340	0.02718341	0.03755668	0.05193026	0.03402634	0.04541315	0.03811714
29640	0.04793422	0.02164686	0.02337294	0.02151792	0.03321304	0.03304734	0.05213383	0.03916973	0.03912348	0.02408333	0.04671416	0.03330546	0.01815600	0.05114289	0.04458333	0.02672287	0.04585003	0.01860048	0.03963237	0.05122891	0.04579471	0.02429453	0.03076716	0.03896298	0.04149390	0.03367117	0.04256686	0.03126950
29660	0.05338938	0.01750012	0.02993872	0.02674772	0.03341002	0.03841832	0.04536328	0.04046100	0.04557916	0.02885453	0.03371145	0.04269084	0.02551967	0.03975535	0.03865744	0.03276776	0.04664927	0.01265770	0.03683561	0.03012387	0.04855005	0.02627529	0.01825641	0.03929641	0.04594630	0.03558801	0.04319043	0.04386589
29680	0.04921164	0.02054494	0.02224904	0.02653875	0.02603670	0.02775434	0.03833367	0.04239642	0.04561316	0.03244330	0.04432839	0.03580233	0.01964026	0.03879721	0.04222218	0.02626887	0.04226705	0.02125810	0.02949370	0.04298416	0.05350240	0.02601134	0.02332997	0.04696128	0.04506904	0.04003305	0.05345299	0.03745573
29700	0.04062455	0.01977206	0.02422862	0.03140871	0.03273923	0.03833783	0.04276276	0.03299372	0.03311044	0.02577092	0.03694126	0.03889932	0.01793915	0.04446678	0.03182767	0.04525934	0.04503212	0.02814987	0.02567858	0.04539185	0.05484874	0.02421401	0.02442937	0.04350956	0.03676674	0.05150531	0.04630003	0.03709146
29720	0.03712333	0.02170032	0.02854874	0.02144503	0.03450963	0.03198655	0.04546519	0.04242433	0.03192920	0.03004827	0.03394921	0.04128765	0.02945545	0.04296465	0.03693086	0.04454172	0.04932304	0.01801961	0.05273275	0.05245167	0.04386375	0.02090344	0.02884770	0.04522160	0.03819636	0.02397352	0.04419429	0.02796214
29740	0.05166984	0.02279302	0.02143667	0.02568073	0.03544869	0.02786853	0.04080968	0.03886867	0.03475414	0.02656827	0.03131853	0.03662026	0.02316498	0.04337814	0.04503245	0.03459280	0.05103763	0.01328101	0.05649293	0.03822581	0.04319348	0.02507676	0.02709036	0.03799392	0.04651731	0.03297998	0.04959177	0.03851363
29760	0.04023310	0.02676430	0.02237754	0.03106970	0.03412320	0.03119110	0.04630027	0.03340853	0.03224616	0.02706849	0.04679874	0.03764840	0.02033656	0.04985405	0.04056216	0.03733309	0.03771749	0.02085064	0.04514026	0.04490937	0.04721608	0.02912104	0.01750141	0.03980821	0.03409387	0.04207425	0.04469717	0.03955482
29780	0.04561192	0.02010206	0.02535160	0.02688925	0.03027110	0.02980020	0.03997063	0.04628559	0.04294697	0.01957919	0.05013110	0.03430954	0.02167810	0.04350715	0.03793294	0.04184247	0.03946009	0.02011892	0.04122405	0.03495940	0.03678227	0.02064221	0.02508651	0.04444772	0.05409582	0.04561615	0.04889512	0.03246193
29800	0.04172396	0.01675913	0.02615414	0.03204203	0.03082467	0.02529685	0.04993786	0.04314822	0.05152966	0.02442698	0.03714460	0.03213842	0.02346185	0.05166353	0.03797225	0.04574018	0.03410356	0.01905359	0.03008497	0.03956261	0.04384109	0.02343557	0.02646466	0.04750686	0.04889629	0.03240245	0.04811491	0.03656912
29820	0.04294721	0.02054861	0.03243542	0.02395882	0.03429598	0.04553662	0.05122926	0.03197730	0.03507548	0.02329791	0.03211158	0.03998800	0.02041854	0.04339830	0.03900877	0.04124489	0.04675747	0.01385551	0.04628481	0.03461630	0.04495975	0.01930691	0.02752985	0.03546002	0.04601878	0.02845238	0.06103348	0.03825206
29840	0.03965484	0.02280073	0.02332863	0.02590934	0.02729805	0.03006377	0.04147012	0.04795140	0.03755002	0.02650283	0.03283878	0.04343519	0.02664456	0.04658388	0.04220215	0.04607844	0.03641585	0.02248158	0.04298281	0.03987853	0.04742336	0.02723302	0.02155530	0.04380869	0.03118850	0.04330757	0.04997623	0.03343579
29860	0.04312756	0.01593815	0.01583387	0.02783241	0.03517037	0.02898241	0.05587463	0.04118303	0.03621478	0.02048284	0.03870495	0.03414783	0.02257158	0.05116388	0.04079089	0.03923808	0.03753239	0.01618290	0.04724947	0.04079748	0.05385924	0.02267922	0.03075912	0.03825554	0.05642631	0.04074754	0.03930291	0.02895062
29880	0.04493726	0.01447737	0.01643499	0.02776304	0.03059171	0.04003131	0.03580754	0.03657897	0.04057609	0.02430518	0.04066407	0.04293444	0.02108930	0.04888091	0.04665138	0.05249606	0.03650099	0.01274514	0.03915638	0.04511873	0.04151067	0.02130912	0.02495296	0.03890032	0.04906871	0.03224808	0.05581937	0.03844990
29900	0.04830466	0.02525541	0.02496012	0.02614209	0.03200651	0.03280413	0.03121991	0.03794652	0.03885384	0.02484816	0.04159220	0.03578705	0.02597328	0.05280184	0.04231105	0.04591009	0.03567972	0.02180468	0.03802338	0.03673024	0.04468084	0.02236527	0.01774457	0.04114200	0.03851136	0.05366374	0.04618368	0.03675365
29920	0.04544227	0.01807690	0.03336541	0.02798714	0.03158491	0.02696700	0.04804638	0.04029604	0.04752262	0.02674716	0.04285432	0.04284898	0.02319520	0.04437627	0.04231535	0.03451754	0.04114407	0.02601075	0.03598012	0.03348491	0.04368840	0.02276009	0.02313662	0.04130832	0.04493638	0.03831580	0.04087088	0.03222020
29940	0.05428281	0.01774648	0.02689236	0.02432359	0.03807325	0.03386258	0.03822945	0.04084370	0.04277475	0.02130901	0.04098749	0.03842776	0.02774186	0.04143461	0.03702106	0.03789708	0.03980435	0.02017771	0.03933710	0.04798955	0.05157384	0.02129147	0.02709422	0.03830542	0.03137065	0.03667911	0.05023575	0.03429299
29960	0.04196905	0.02196426	0.02188417	0.02264513	0.03428536	0.04013604	0.04527406	0.04094671	0.04029506	0.02601166	0.05099827	0.03627087	0.01239973	0.05054160	0.04766475	0.03702786	0.03472892	0.02079344	0.03734417	0.04640218	0.04469137	0.02264264	0.01958807	0.04782148	0.04065106	0.03548634	0.04355462	0.03598114
29980	0.03775295	0.02356352	0.02805301	0.02577200	0.02992592	0.03945053	0.03591982	0.05116216	0.04268732	0.02124981	0.03859252	0.04410524	0.02518148	0.03784805	0.03886614	0.03708757	0.04092900	0.02405206	0.03663716	0.04544612	0.04273359	0.02793469	0.01947826	0.03899240	0.04218144	0.03664303	0.04739147	0.04036277
30000	0.04048188	0.02234227	0.02540773	0.02029084	0.03318455	0.03378741	0.04243295	0.03650344	0.04242628	0.02403788	0.03387478	0.04125653	0.03685520	0.04233690	0.04011624	0.02745222	0.05368038	0.02143738	0.04355884	0.04348120	0.04136148	0.02107290	0.02433476	0.03879933	0.04269751	0.03613689	0.05986387	0.03078835
30020	0.04088092	0.02030058	0.02712750	0.02144611	0.04148843	0.03139826	0.03378424	0.03767234	0.03838143	0.02133679	0.03029759	0.04368776	0.02277682	0.04592032	0.04755954	0.03183854	0.05181831	0.01717126	0.03422369	0.04956518	0.03698114	0.02919795	0.02476723	0.03949675	0.04347851	0.04523115	0.05461469	0.03755699
30040	0.05380335	0.01925756	0.02991189	0.02758855	0.03325785	0.04614667	0.03773334	0.04788188	0.03905645	0.02373393	0.03241059	0.03385269	0.02495099	0.03658115	0.04182790	0.04342173	0.03389957	0.01366466	0.03939586	0.03789396	0.04557992	0.02369446	0.02329474	0.04929601	0.03418902	0.03931140	0.05051674	0.03784715
30060	0.03705365	0.02357164	0.02981565	0.02712052	0.03972153	0.03939880	0.04114938	0.03320157	0.04826875	0.02531717	0.03389877	0.04329128	0.03495642	0.03563027	0.04535758	0.04399163	0.04869422	0.01663971	0.03371778	0.04021070	0.04304557	0.02413637	0.02097530	0.04699790	0.03366317	0.02958382	0.04498382	0.03560704
30080	0.04281244	0.01392072	0.03000664	0.03202633	0.02807104	0.03228582	0.03840471	0.03910470	0.04149186	0.02632814	0.03765527	0.03741965	0.02737930	0.03628086	0.04133773	0.03901105	0.05335768	0.01292630	0.03498436	0.03688144	0.05044308	0.02316142	0.02271879	0.03665207	0.05182485	0.04566777	0.04489422	0.04295175
30100	0.04259762	0.01843445	0.02296849	0.02644537	0.03622435	0.03513826	0.03927236	0.03285295	0.03851056	0.01964720	0.04100382	0.04291114	0.01025425	0.03537657	0.03286413	0.05675803	0.05075866	0.01114399	0.04604651	0.04344084	0.04250093	0.03556762	0.03542473	0.04110482	0.03826736	0.03772309	0.05001479	0.03674712
30120	0.04083061	0.01780581	0.02405153	0.02688789	0.02973273	0.03751227	0.04272353	0.04420412	0.03881030	0.02400537	0.04006629	0.04301184	0.03013681	0.04750163	0.04135793	0.04508767	0.06291543	0.01778522	0.02591903	0.04252725	0.05286404	0.02850116	0.02477577	0.03797551	0.03155341	0.03197533	0.04202572	0.02745582
30140	0.03928946	0.01739831	0.02968405	0.03062411	0.03452013	0.03437994	0.04702113	0.04162009	0.03767175	0.02794942	0.04413379	0.03641825	0.01802728	0.03358133	0.03865597	0.04331935	0.04124913	0.01963813	0.04269396	0.04205809	0.04146841	0.02999815	0.02147647	0.03760798	0.04106090	0.04822460	0.04292332	0.03730653
30160	0.04895948	0.01277688	0.02443499	0.02609484	0.03425687	0.03323457	0.04311631	0.03702836	0.04255639	0.01940822	0.03725100	0.03394096	0.01992845	0.04607314	0.03650162	0.03550230	0.04916684	0.01818785	0.04809716	0.04215435	0.04243845	0.02335323	0.02584610	0.03883807	0.03479140	0.05456436	0.05390886	0.03758894
30180	0.04328855	0.02762667	0.02789536	0.02935554	0.04668573	0.03716159	0.04604150	0.04395195	0.04368865	0.02393413	0.04196821	0.03360258	0.02337592	0.05124650	0.03090590	0.02828332	0.03596576	0.01805992	0.03460276	0.04054906	0.04668307	0.02896509	0.02188477	0.04237337	0.03926876	0.02977171	0.04418605	0.03867756
30200	0.03454373	0.02577608	0.02449036	0.02984730	0.03452657	0.03917932	0.03613420	0.05162854	0.03843694	0.02645120	0.03801555	0.03901459	0.02712189	0.04606925	0.03379005	0.04036836	0.04392564	0.01511316	0.04522304	0.03552141	0.04374632	0.02777972	0.02615214	0.03820749	0.05389062	0.03525303	0.03541446	0.03437902
30220	0.04376232	0.02227067	0.01786737	0.02796009	0.02845288	0.04269350	0.04449882	0.03945004	0.04792675	0.02833547	0.04097945	0.04238970	0.02481769	0.04260562	0.03712203	0.03476644	0.04086509	0.01709629	0.04018292	0.04265569	0.03912362	0.02809150	0.02729545	0.04053229	0.04007260	0.03355979	0.05211639	0.03250954
30240	0.04162018	0.02122035	0.02359997	0.02312927	0.04002973	0.04364141	0.04100615	0.04688126	0.03203569	0.02016906	0.03816234	0.04123535	0.02211166	0.04469492	0.03912795	0.05323274	0.03253842	0.01911622	0.04525299	0.04389286	0.04184578	0.02520575	0.01983462	0.04256663	0.04238834	0.03952822	0.04085698	0.03507518
30260	0.04177305	0.01853957	0.01559134	0.02287183	0.03109248	0.02929980	0.04017968	0.05588964	0.04567628	0.01871153	0.04244968	0.03383653	0.02516789	0.03840851	0.04269603	0.03355893	0.03958976	0.01444807	0.06345604	0.04432691	0.04512176	0.02770892	0.02567469	0.03887625	0.04476538	0.04232752	0.03913416	0.03882776
30280	0.04535574	0.02316826	0.03606103	0.02744010	0.03050415	0.03521899	0.03931831	0.03193416	0.02751759	0.02572647	0.03781540	0.04056968	0.01888747	0.03512109	0.03944393	0.04205409	0.06145294	0.02168944	0.04087951	0.04187790	0.04592569	0.02047317	0.02679020	0.03487433	0.04588992	0.03270692	0.05808870	0.03321480
30300	0.04415145	0.01941400	0.02332715	0.02990613	0.03704951	0.02441961	0.04803179	0.04378857	0.03843766	0.02609368	0.04372684	0.03543143	0.02298426	0.04332409	0.03650897	0.03086807	0.04482429	0.02249621	0.03537892	0.04669520	0.04482074	0.03155775	0.02189418	0.04203709	0.04531385	0.04078421	0.04073429	0.03600008
30320	0.04593102	0.01917068	0.01919867	0.02330472	0.03350245	0.03604780	0.03814820	0.04506973	0.04039637	0.02950353	0.04784200	0.03520781	0.02067541	0.05168020	0.04346119	0.04207958	0.04383678	0.01744338	0.04651271	0.03706929	0.04572608	0.02849401	0.01365999	0.03965383	0.03462194	0.03873643	0.04683566	0.03619052
30340	0.04528550	0.01496107	0.03435501	0.02387359	0.03221229	0.03310230	0.04827274	0.04590821	0.04483343	0.03317997	0.04169486	0.03564948	0.02241869	0.03310855	0.04725084	0.03714114	0.03940421	0.01734513	0.03548836	0.03954496	0.04922053	0.02518458	0.01983137	0.03922209	0.03095964	0.04222518	0.05034962	0.03797665
30360	0.05490262	0.01925220	0.03521707	0.02660123	0.03155758	0.04287428	0.04817783	0.04170907	0.03868630	0.03249499	0.02975860	0.03856911	0.02693188	0.04806129	0.03680041	0.03383143	0.04452527	0.01582941	0.04287112	0.03864431	0.03728939	0.02613711	0.02113259	0.03751515	0.03625735	0.04108246	0.04042111	0.03286882
30380	0.03772108	0.02152700	0.02817768	0.03514708	0.03343653	0.03974859	0.04372024	0.04940213	0.04023641	0.01999956	0.03768822	0.03916267	0.01804350	0.05946811	0.03457932	0.03659821	0.04590931	0.01980826	0.02880346	0.04496987	0.05151427	0.02392592	0.02557386	0.04244376	0.02659823	0.03404102	0.04888201	0.03287369
30400	0.04389911	0.01812019	0.02997018	0.02290391	0.03287912	0.03651138	0.03897294	0.04268568	0.03298011	0.02431651	0.03671386	0.04036830	0.02730048	0.04048591	0.03792653	0.05129986	0.04804504	0.01975633	0.03579083	0.04125187	0.04214992	0.02434525	0.02720633	0.03483788	0.03293151	0.03527439	0.06294159	0.03813498
30420	0.03602994	0.02142642	0.02711947	0.02426091	0.03004936	0.04092798	0.04281189	0.04613102	0.03956396	0.02776824	0.02185595	0.03813830	0.01876776	0.05615538	0.04030036	0.03932746	0.04501950	0.01900239	0.03523473	0.04694252	0.05297893	0.02751490	0.02251420	0.04804677	0.03439405	0.04390741	0.03727015	0.03654003
30440	0.04921801	0.02184995	0.02161845	0.02493435	0.03333161	0.03106383	0.03080606	0.03794418	0.04293606	0.02222836	0.03408102	0.04345510	0.01963903	0.05276615	0.03695434	0.05145959	0.03176371	0.01947235	0.04529232	0.05346721	0.05184493	0.02614981	0.02009608	0.03466268	0.04079744	0.03885111	0.04443985	0.03887641
30460	0.04119870	0.02028616	0.02565407	0.02615058	0.02813140	0.02809455	0.04093019	0.04415855	0.04475622	0.02398492	0.04278070	0.03896987	0.02571007	0.04951123	0.04251586	0.04040401	0.04167692	0.01492465	0.04337443	0.04130041	0.04213092	0.02727856	0.02703210	0.04447457	0.02964185	0.02902905	0.05556504	0.04033446
30480	0.04561005	0.02273873	0.02486942	0.02695054	0.02747660	0.03464807	0.04274106	0.03808970	0.03836861	0.02716707	0.03854738	0.04402699	0.02388694	0.03927640	0.03913805	0.03590992	0.04168142	0.01392314	0.03665739	0.04882351	0.04243361	0.02657291	0.02202657	0.04332040	0.04781022	0.03384244	0.05863502	0.03482784
30500	0.04167832	0.02288573	0.02062088	0.03538007	0.03271928	0.03236064	0.02870098	0.04818065	0.05713100	0.03294529	0.03710482	0.04159580	0.02800774	0.04349464	0.04043417	0.04061445	0.03469460	0.01627351	0.04286950	0.04315880	0.04432292	0.02057811	0.02296383	0.04350388	0.04824176	0.02731990	0.03903658	0.03318213
30520	0.04137806	0.02095382	0.03533863	0.02779150	0.03309259	0.02773377	0.04884165	0.04708892	0.04003709	0.02667546	0.03730573	0.03996529	0.02070990	0.04876010	0.03768771	0.02520426	0.05555181	0.01679156	0.03596500	0.04426477	0.04449106	0.02215981	0.02479962	0.03421911	0.04711672	0.04196405	0.04415553	0.02995647
30540	0.04626305	0.02244090	0.02386350	0.02186542	0.02734715	0.03732176	0.04631058	0.05559740	0.03610521	0.02370981	0.04884983	0.04229023	0.02096491	0.05064974	0.03781163	0.03279531	0.04583760	0.01512251	0.04304157	0.04257065	0.04006306	0.02609181	0.01888571	0.03678665	0.04843658	0.02754206	0.05172138	0.02971399
30560	0.03518367	0.01814105	0.03182020	0.03212086	0.03020831	0.03670106	0.04033745	0.03909376	0.03450483	0.02942556	0.03575166	0.04109558	0.01782653	0.04795476	0.03733038	0.02749049	0.03599850	0.01792281	0.03966499	0.05754218	0.04777219	0.02575759	0.03018386	0.03453720	0.05311230	0.02978817	0.05778007	0.03495401
30580	0.04736474	0.02431813	0.01993785	0.02997283	0.02508717	0.03948923	0.04840747	0.03456305	0.04917520	0.02831870	0.04434462	0.03912394	0.02614173	0.04440032	0.04284513	0.03605915	0.03016988	0.01753594	0.04719370	0.03655600	0.02921738	0.02123354	0.02971187	0.04500465	0.05495027	0.03123672	0.04602622	0.03161457
30600	0.04526055	0.01725676	0.02486357	0.02681066	0.03581659	0.03575910	0.04172003	0.02695004	0.03522110	0.02395258	0.03948307	0.04279942	0.01930153	0.04412884	0.04077838	0.02725242	0.04312898	0.02180626	0.05481177	0.04450043	0.05066649	0.02135504	0.01763754	0.03696654	0.04015841	0.04329657	0.06157445	0.03674286
30620	0.04954160	0.01868582	0.01625372	0.02822583	0.03526845	0.03213545	0.03825149	0.03300569	0.03947696	0.02241104	0.03371231	0.03412777	0.02620763	0.03697286	0.04385541	0.04319867	0.05230159	0.01014122	0.04523225	0.03999925	0.04732897	0.02637623	0.02283959	0.04659955	0.03811792	0.05186417	0.04882539	0.03904316
30640	0.04641778	0.02705977	0.03050395	0.02933575	0.03056694	0.04351509	0.04495355	0.03247654	0.02585017	0.02581457	0.03589092	0.03803601	0.03492656	0.04422868	0.04084073	0.03867636	0.03296157	0.01967124	0.04325041	0.04202492	0.05175078	0.02775067	0.02209021	0.03094815	0.02798869	0.04460622	0.04765134	0.04021243
