## trace file of population Pi values from gsi_sim.  NumBurnIn= 50000  NumSweeps= 20000 ThinningInterval= 20
SweepNumber	KANDR03	KANVI07	KAROL05	KBIGCK04	KBIGS07	KEEK05	KGAGA06	KGEOR05	KGISA01	KGOLS06	KGONF06	KHENS01	KIOW10	KKANE05	KKANT05	KKISA05	KKLUTU09	KKOGR05	KKOGR07	KKOKT10	KNECO07	KNORTH10	KPILG0506	KSALC05	KSALM06	KSTUY09	KTOGRT09	KTUBU09
59660	0.04644256	0.02175243	0.02453848	0.02310247	0.03144230	0.03669548	0.05065522	0.03097045	0.03224275	0.03096148	0.04325249	0.03856879	0.02356026	0.04865427	0.04415490	0.04192434	0.05346218	0.02752260	0.03355909	0.03440427	0.04240985	0.02827926	0.02405490	0.03901597	0.03574367	0.03559598	0.04850495	0.02852862
59680	0.03789251	0.02020409	0.02635831	0.03022507	0.03624402	0.03409233	0.03992436	0.04283382	0.03255720	0.02934831	0.03396062	0.03999412	0.01653143	0.04800662	0.04620110	0.03373755	0.03938078	0.01919843	0.06077912	0.04250455	0.04315149	0.03726845	0.01912292	0.04369703	0.04766784	0.03062059	0.03775085	0.03074650
59700	0.04096987	0.01605362	0.02999688	0.02087710	0.03291077	0.04027558	0.04536771	0.03375988	0.04338810	0.02549629	0.04910052	0.03964392	0.02502457	0.03614105	0.03989493	0.03389357	0.03528714	0.01666769	0.04320254	0.04500278	0.04066218	0.02763485	0.02281415	0.04281544	0.05557788	0.04310663	0.03688341	0.03755095
59720	0.04009447	0.02362570	0.03446172	0.02143008	0.03346006	0.04545900	0.04554875	0.03951678	0.03541099	0.02584563	0.03360664	0.03579604	0.02635592	0.04165244	0.05106876	0.04199449	0.04295297	0.01101819	0.04254910	0.03378913	0.04860570	0.02563664	0.02720862	0.03902589	0.03699592	0.03588048	0.04867532	0.03233458
59740	0.04132980	0.02025492	0.02812324	0.02596096	0.04066633	0.03794192	0.03285481	0.04137739	0.03620592	0.02580185	0.04757523	0.03725863	0.01496383	0.03642182	0.04741176	0.04623047	0.04680914	0.02005341	0.04244187	0.05006403	0.04254017	0.02776580	0.02643964	0.03973901	0.03408166	0.03603042	0.03724992	0.03640606
59760	0.03783212	0.01892531	0.02203727	0.02511538	0.03439111	0.04313362	0.04662597	0.04156109	0.03904512	0.02378762	0.05250228	0.03432873	0.02673945	0.03623768	0.04525084	0.03486314	0.04203199	0.01844981	0.03875686	0.04903173	0.05207260	0.02098805	0.02323958	0.03615299	0.03913889	0.04479194	0.03619353	0.03677531
59780	0.04844824	0.02218887	0.02047008	0.02519970	0.03224943	0.04641991	0.04847267	0.04200623	0.04147690	0.02414832	0.03341312	0.03997641	0.01807523	0.04763059	0.04199800	0.04029067	0.03506240	0.02221650	0.04210760	0.03435334	0.04124941	0.02735814	0.02061028	0.04677275	0.04706170	0.03352621	0.04369555	0.03352174
59800	0.04163722	0.02464616	0.02564906	0.02464945	0.02900686	0.02510025	0.04137646	0.03724150	0.03474889	0.01972640	0.03761693	0.04330102	0.02247260	0.05250684	0.04674565	0.04246398	0.03754078	0.02387831	0.04935421	0.04509670	0.05761151	0.02497377	0.01902990	0.03832208	0.03982707	0.03007070	0.05118858	0.03421713
59820	0.04264652	0.02258038	0.02204747	0.03331500	0.02807299	0.04855387	0.05386153	0.04170073	0.04042276	0.02007062	0.03548272	0.03714231	0.01444253	0.05037605	0.04308830	0.04247423	0.04450316	0.01594656	0.04250570	0.03525557	0.04799999	0.02787949	0.02125667	0.03140236	0.03526121	0.04201135	0.04247787	0.03722204
59840	0.03948995	0.01759638	0.02369279	0.03288219	0.02970845	0.03047204	0.05039601	0.04518905	0.04333264	0.02697790	0.03141899	0.03746453	0.02575751	0.03994669	0.04117983	0.03740636	0.03811602	0.01933521	0.03531359	0.04021514	0.03928954	0.02410007	0.02423911	0.04696650	0.04706637	0.03436919	0.05851133	0.03956664
59860	0.03937474	0.02673895	0.02795121	0.03028677	0.02946093	0.03334857	0.04033631	0.04588006	0.04203389	0.02824714	0.04094972	0.03956570	0.01309281	0.04494387	0.03456899	0.03975515	0.03360440	0.01757727	0.04712559	0.04598979	0.04299618	0.02698623	0.02102590	0.04088644	0.04220266	0.03298926	0.05777752	0.03430393
59880	0.04147740	0.01994439	0.03396940	0.02481722	0.03317151	0.02916372	0.05260747	0.04133093	0.04809506	0.02432036	0.02468408	0.04641258	0.02022639	0.03953174	0.03561082	0.02874281	0.04469024	0.02134339	0.04454118	0.03885882	0.05499084	0.02867070	0.02380505	0.04284639	0.04024813	0.04142479	0.03880237	0.03567219
59900	0.04248290	0.01815815	0.02626564	0.02427809	0.03711431	0.03509198	0.04303418	0.03350651	0.03781030	0.02915218	0.04200402	0.04103674	0.01717976	0.05703156	0.03342926	0.03633319	0.04229652	0.01968603	0.03470126	0.05624961	0.04728709	0.03016389	0.02638894	0.04357395	0.04119421	0.03607218	0.04101574	0.02746179
59920	0.03606893	0.01907585	0.03279823	0.02409192	0.02948372	0.03653682	0.03106501	0.03141576	0.04509133	0.02792513	0.03669795	0.03846546	0.01920994	0.04243979	0.04285020	0.04831318	0.04806572	0.02044047	0.03569061	0.04343618	0.04730600	0.02608119	0.01762647	0.04121524	0.05190871	0.03964390	0.04830377	0.03875249
59940	0.04484710	0.01588681	0.03854784	0.02867121	0.02885976	0.03867078	0.04125377	0.04037212	0.04446395	0.02911876	0.04008656	0.03385666	0.01816320	0.04452250	0.03908180	0.03532866	0.04286755	0.02319553	0.03538376	0.03637423	0.04729269	0.02591746	0.02338663	0.04077853	0.04014565	0.03702008	0.04960333	0.03630309
59960	0.04718624	0.02107720	0.02570141	0.02779008	0.03072609	0.04002828	0.04445877	0.04189430	0.03899125	0.02544486	0.03943488	0.03166045	0.02291728	0.04429176	0.03712967	0.03567411	0.03073819	0.02595202	0.04575349	0.03992143	0.04945009	0.02542285	0.01965569	0.04088751	0.03572574	0.04398114	0.05043361	0.03767158
59980	0.04747839	0.02021114	0.01977558	0.02303655	0.03337209	0.02733544	0.03648034	0.04050320	0.04197290	0.02512253	0.03533558	0.04934041	0.02102682	0.03402331	0.03968778	0.03609193	0.04779026	0.01544031	0.03676211	0.04181272	0.04505049	0.02629293	0.02068644	0.04410895	0.06000540	0.04005767	0.05925167	0.03194706
60000	0.04812988	0.02222844	0.02877316	0.02969321	0.03156772	0.04481224	0.04166900	0.03111798	0.03522587	0.01963384	0.03316502	0.04342997	0.03108084	0.04176262	0.04110075	0.05314621	0.04840032	0.01615016	0.03334528	0.03403758	0.04490030	0.01948741	0.01734419	0.04121000	0.04374391	0.03576716	0.05278106	0.03629585
60020	0.04287913	0.02004217	0.02452707	0.02688964	0.03294623	0.03413629	0.03773389	0.03954359	0.04552841	0.02592319	0.03639740	0.03556096	0.01910477	0.04441435	0.03656073	0.02824659	0.05216974	0.01594752	0.05684367	0.03602605	0.05028955	0.02336495	0.02151896	0.04147948	0.03534080	0.04152753	0.05274860	0.04230875
60040	0.04843992	0.01814238	0.02488043	0.03029342	0.03558257	0.03702609	0.04868683	0.03654608	0.03948943	0.02510708	0.04220785	0.03342660	0.01852175	0.04640357	0.04240007	0.03375051	0.04101541	0.01827401	0.04109128	0.03777092	0.03099439	0.02211967	0.03176225	0.04594784	0.04260881	0.03536112	0.05160125	0.04054848
60060	0.04411786	0.01891008	0.01983569	0.02409756	0.03166210	0.03633955	0.04950547	0.05166653	0.04029903	0.02807936	0.04319273	0.03604656	0.02096423	0.02430487	0.03351300	0.04677361	0.04570826	0.02279088	0.03863461	0.04292711	0.03792895	0.01762530	0.03460393	0.04668762	0.04170265	0.03188255	0.05020994	0.03998994
60080	0.04576644	0.01994406	0.02330587	0.02494971	0.03819190	0.02371320	0.04405020	0.04135392	0.04312891	0.02891695	0.04006414	0.03138154	0.02459117	0.05052938	0.03726905	0.04076728	0.03873936	0.01646999	0.05757215	0.04350633	0.04875057	0.02516460	0.02521080	0.03867750	0.04216707	0.03984188	0.03137569	0.03460034
60100	0.04651103	0.02229958	0.02459152	0.02498820	0.03625350	0.03204716	0.03722752	0.03390988	0.04487617	0.02558179	0.03480312	0.03323924	0.01905844	0.03816886	0.04505337	0.03797186	0.05863222	0.01848258	0.04516411	0.04685930	0.04350281	0.02126075	0.02740025	0.04285476	0.03286884	0.03764839	0.05233480	0.03640994
60120	0.04480026	0.01863490	0.02803880	0.03239067	0.03054926	0.03719330	0.03908688	0.03605934	0.03518323	0.02530153	0.03870470	0.03753080	0.02764810	0.03485476	0.04000047	0.04173399	0.04115431	0.01466639	0.04938898	0.04908445	0.03931536	0.03560724	0.02229794	0.03484037	0.05039189	0.03992040	0.03520793	0.04041375
60140	0.04001198	0.02231963	0.02023276	0.02751665	0.02810119	0.05144405	0.04199481	0.03244441	0.03807971	0.02525424	0.03888050	0.03328646	0.02916757	0.05215778	0.04200602	0.04765964	0.03145754	0.01625544	0.03774285	0.05461801	0.03579655	0.02957716	0.02071008	0.04609620	0.03984216	0.03421271	0.04489009	0.03824379
60160	0.04360330	0.02303167	0.02857885	0.02950000	0.03418830	0.04144723	0.03620952	0.04363928	0.04065254	0.03013961	0.03725896	0.03981691	0.02943753	0.04588963	0.03642872	0.03907760	0.04326644	0.01463408	0.04209321	0.03880096	0.03555153	0.02148148	0.02301643	0.03778177	0.04018941	0.03274888	0.05257300	0.03896318
60180	0.04338101	0.02035727	0.03072078	0.02333225	0.02908847	0.03729732	0.04910735	0.04993697	0.03840726	0.02633245	0.03776858	0.03282298	0.02627839	0.04667288	0.04738095	0.03744866	0.04111231	0.01664628	0.04431024	0.05194754	0.04168852	0.02439818	0.01914653	0.03989263	0.03214660	0.03704043	0.04048781	0.03484936
60200	0.04762918	0.01926479	0.02446013	0.03450305	0.03634636	0.03317792	0.03987487	0.03648568	0.03780638	0.02616902	0.04239328	0.04067261	0.02435368	0.02985361	0.03884587	0.03790598	0.04649092	0.01552692	0.04120273	0.04249754	0.04517176	0.03148269	0.01705398	0.03931078	0.03576741	0.04385624	0.05177663	0.04011996
60220	0.03774013	0.01426970	0.02018046	0.03060437	0.03884514	0.04778692	0.04823434	0.03718706	0.04488858	0.02272803	0.04079453	0.03789037	0.02462330	0.04310331	0.03396504	0.05085354	0.03786255	0.02217043	0.04033431	0.03508837	0.04643452	0.01918424	0.02467409	0.04068473	0.04806587	0.03951107	0.04152286	0.03077214
60240	0.04753456	0.02089023	0.02729720	0.02243920	0.03110141	0.02408403	0.04928796	0.03626855	0.03766388	0.02426427	0.04872552	0.03787482	0.01401477	0.05591769	0.04241048	0.04439831	0.04727696	0.02467387	0.03250719	0.04118123	0.05436719	0.02610305	0.03165823	0.04140770	0.02835640	0.02990770	0.04310719	0.03528040
60260	0.03434318	0.02523137	0.01740618	0.02750776	0.03483555	0.03199708	0.04937428	0.04256059	0.03648354	0.02765824	0.03225333	0.03461194	0.02263643	0.04119987	0.04092544	0.03539847	0.04440825	0.01987053	0.04116313	0.05702050	0.04078572	0.03079058	0.02680433	0.04102479	0.04049918	0.03162358	0.05311049	0.03847568
60280	0.04518394	0.01801438	0.02446641	0.02838149	0.03736641	0.02940646	0.03134120	0.03929718	0.03772905	0.02765510	0.04371079	0.03788311	0.02807316	0.04149246	0.04463696	0.03237292	0.05690961	0.01991497	0.04953480	0.03703765	0.04960619	0.02703188	0.02530694	0.03655179	0.03502903	0.02669928	0.04839979	0.04096705
60300	0.03255966	0.02584524	0.03216532	0.02540381	0.02946030	0.03837406	0.05832981	0.03393987	0.04028793	0.02967478	0.03452629	0.03338870	0.01749149	0.04246865	0.04237763	0.03737134	0.04679396	0.01776318	0.04040476	0.05246031	0.04969175	0.02679770	0.02662065	0.04593575	0.03156019	0.03679844	0.04294821	0.02856025
60320	0.04536053	0.01515054	0.02919401	0.02410347	0.02918402	0.03415443	0.05288104	0.03623903	0.04115999	0.02328726	0.04692470	0.03950050	0.02405615	0.03846326	0.04231338	0.03015935	0.03510202	0.01731054	0.04563039	0.05561011	0.05802571	0.01841789	0.02315804	0.04996994	0.04515161	0.03341097	0.02664084	0.03944028
60340	0.04694785	0.01746434	0.03479961	0.02098685	0.02928074	0.04268938	0.03658385	0.04262498	0.03564431	0.02957401	0.03633159	0.04521709	0.01819791	0.05254091	0.03802678	0.03657700	0.04209266	0.01973398	0.04580758	0.03865081	0.05346572	0.02367791	0.02232288	0.03786087	0.04344219	0.02825453	0.04709870	0.03410496
60360	0.05280810	0.02190082	0.01832385	0.02802410	0.03782310	0.03601240	0.04907108	0.04541997	0.04062190	0.02744869	0.03149143	0.04056134	0.01428502	0.03933419	0.03716736	0.04427797	0.03673340	0.01050300	0.03762962	0.03834755	0.04064976	0.02466970	0.02144988	0.04398582	0.05822357	0.02861101	0.06101184	0.03361354
60380	0.04684921	0.01820308	0.01961955	0.03069892	0.03236708	0.03159377	0.04376994	0.04775498	0.04186009	0.02182561	0.03778418	0.03989773	0.01392687	0.04925903	0.03510302	0.03781098	0.04153562	0.02193403	0.03505215	0.03802506	0.04325471	0.02669542	0.02201721	0.04575200	0.03572210	0.04811418	0.06093278	0.03264070
60400	0.04337889	0.01718884	0.01942318	0.02404017	0.03402793	0.03699258	0.04369306	0.04121836	0.03775303	0.02743671	0.03896124	0.03983691	0.01719350	0.03390413	0.04145375	0.04632866	0.05184594	0.01722402	0.04394692	0.04409677	0.04652295	0.02612334	0.02694616	0.04681292	0.04429699	0.03183876	0.04691706	0.03059726
60420	0.05056015	0.01927107	0.02858855	0.02460082	0.02613721	0.03073180	0.04455494	0.04371956	0.03463908	0.02363276	0.03634179	0.04136334	0.01626830	0.04890899	0.04720425	0.04664329	0.04347717	0.01726123	0.04721450	0.03766879	0.04456086	0.02730792	0.02492385	0.03693475	0.03848570	0.03664557	0.04614911	0.03620468
60440	0.04056648	0.02207492	0.02136732	0.02693805	0.02754703	0.03746853	0.03640103	0.02911162	0.03013428	0.02551204	0.03967666	0.03522441	0.03174552	0.03373491	0.04562588	0.04260469	0.04822268	0.02204229	0.05469022	0.03755917	0.03486740	0.02822529	0.02823506	0.04865826	0.04799942	0.04630993	0.03647843	0.04097847
60460	0.05237262	0.02074765	0.02102463	0.02197473	0.03305847	0.02819552	0.04093554	0.04629223	0.03948373	0.02077242	0.03496575	0.04004657	0.02369251	0.03373310	0.04460423	0.04293805	0.03977864	0.02113442	0.05384809	0.03893887	0.04891665	0.02287648	0.02052369	0.03937562	0.03686745	0.04059555	0.05577512	0.03653169
60480	0.04009419	0.02336811	0.02532516	0.02612221	0.03385731	0.02858663	0.04527334	0.04220825	0.04237596	0.02171395	0.04696385	0.03876746	0.02465925	0.03660449	0.03431166	0.03784605	0.04720148	0.01177224	0.04250237	0.03405254	0.04758844	0.02166887	0.02370817	0.04475872	0.04404018	0.04475409	0.05476488	0.03511017
60500	0.04509201	0.02267375	0.02641070	0.03406401	0.03663165	0.03880484	0.03880920	0.02980962	0.04308530	0.02439323	0.03535664	0.03972686	0.01645836	0.05285342	0.04050335	0.03281817	0.04445988	0.01589037	0.03480042	0.04637746	0.04643501	0.03101550	0.03038496	0.03951378	0.03374569	0.03630095	0.04595995	0.03762493
60520	0.04484951	0.02141260	0.02029226	0.02335909	0.03464811	0.03168282	0.04313943	0.05589548	0.04360598	0.02222780	0.03836039	0.03862316	0.01650907	0.03872394	0.03328809	0.04536007	0.05036502	0.01525195	0.04479626	0.03220895	0.05415594	0.02663892	0.03103653	0.03418921	0.04985360	0.03907038	0.04347729	0.02697817
60540	0.04231593	0.02073913	0.01595667	0.02757742	0.03597700	0.04105611	0.03670910	0.03914713	0.03545380	0.02314066	0.03163951	0.04549505	0.02496645	0.04450784	0.04145103	0.05329195	0.04424885	0.02213223	0.03104391	0.03929549	0.04909335	0.03289374	0.02113321	0.04750334	0.03561650	0.04817211	0.03759318	0.03184930
60560	0.03637434	0.02404498	0.02818242	0.02860564	0.03771696	0.03488745	0.02864572	0.04177987	0.04989850	0.02103992	0.03110125	0.04376997	0.03534541	0.04127052	0.03821309	0.03875052	0.04992504	0.02230538	0.04016310	0.03736781	0.04595674	0.03067353	0.01879700	0.03641248	0.02967963	0.04348122	0.05145118	0.03416034
60580	0.04513289	0.02239710	0.01875072	0.02507874	0.02479900	0.03016620	0.03811747	0.04486115	0.04081078	0.02241722	0.03593730	0.03471715	0.02337997	0.04929355	0.04651858	0.04139314	0.04993591	0.01869061	0.04677689	0.03986038	0.05723784	0.02285136	0.02829057	0.03864065	0.03811553	0.02758795	0.04873241	0.03950894
60600	0.04083532	0.03105606	0.02695932	0.02861219	0.03120807	0.03485158	0.04607611	0.04044485	0.04091933	0.02637545	0.04571056	0.03954531	0.01726578	0.03900579	0.04303516	0.04847211	0.04148235	0.01636764	0.04380421	0.03831469	0.03783322	0.03180117	0.02459640	0.03421325	0.04208275	0.03796304	0.03666767	0.03450063
60620	0.04063904	0.02110156	0.02292790	0.03282480	0.03597688	0.02645134	0.04951509	0.03717459	0.03504767	0.02168259	0.04430100	0.03926405	0.02684724	0.04104569	0.03742463	0.03810464	0.04025734	0.02024819	0.03994970	0.03983197	0.04219028	0.03141222	0.03683872	0.03700163	0.03945955	0.03613150	0.04850184	0.03784834
60640	0.05683667	0.01805838	0.02578170	0.02872955	0.04107215	0.02890247	0.03789954	0.03395628	0.03101631	0.02254707	0.04383352	0.04681593	0.02453469	0.03400221	0.03761253	0.04055203	0.05018758	0.01901148	0.04739729	0.03649949	0.04288591	0.02869922	0.02857403	0.04188634	0.03183867	0.04441130	0.03917079	0.03728684
60660	0.04056147	0.02388484	0.02284910	0.03309470	0.02893900	0.03806357	0.03066471	0.03314063	0.03866723	0.03135184	0.03970705	0.03177723	0.02093656	0.05624378	0.03620508	0.03815312	0.04436531	0.01423107	0.03618937	0.03579988	0.04770245	0.02727955	0.02289349	0.04785490	0.04291357	0.04361550	0.05351937	0.03939563
60680	0.04718839	0.02023145	0.02448961	0.02457939	0.03340185	0.03454331	0.04736466	0.04289418	0.03659835	0.02712516	0.03749337	0.04034843	0.01293453	0.05156399	0.03425574	0.03458200	0.03949961	0.02668817	0.04161297	0.04638489	0.04792892	0.02940051	0.02500562	0.03946996	0.02677133	0.05100054	0.04606743	0.03057565
60700	0.04224717	0.02510666	0.03075874	0.03614125	0.02762433	0.04576876	0.03981522	0.02853205	0.04459381	0.03032317	0.03552447	0.03413668	0.03221595	0.04316248	0.03306492	0.03836280	0.05837741	0.01234596	0.04422968	0.03486444	0.03786853	0.02253343	0.02343336	0.03876428	0.04109889	0.03626416	0.04810809	0.03473330
60720	0.04880892	0.02045862	0.02517436	0.02980383	0.03390362	0.03562043	0.05331407	0.03254071	0.03433868	0.03144938	0.04046844	0.03783653	0.01988138	0.04170338	0.04426977	0.04513317	0.04363883	0.01167290	0.04304170	0.04416701	0.03070213	0.02581262	0.02376185	0.04495921	0.03714677	0.03878746	0.04756465	0.03403960
60740	0.04641802	0.02471198	0.01392097	0.02608078	0.03586137	0.03804869	0.04215870	0.03743193	0.04079368	0.02711003	0.03218843	0.04093669	0.02581359	0.04541130	0.03489769	0.03452043	0.04418447	0.02356516	0.04852461	0.04061187	0.03912887	0.02468854	0.02717517	0.04823880	0.04540271	0.03512934	0.04698255	0.03006366
60760	0.04969845	0.02349840	0.02950543	0.03024973	0.02850996	0.03860261	0.04391113	0.04229587	0.02958300	0.02695222	0.04459623	0.04057878	0.01653196	0.02838813	0.04311148	0.03963064	0.03573773	0.02108701	0.04089683	0.04088734	0.03704671	0.01920374	0.02068462	0.04264908	0.04553718	0.04749864	0.05316020	0.03996692
60780	0.04291360	0.02013033	0.02527897	0.02928549	0.03679209	0.02969484	0.05031087	0.02815530	0.03591974	0.02477752	0.03723031	0.03531122	0.01855241	0.05213043	0.03820797	0.03984839	0.04281183	0.02171084	0.03683552	0.04894304	0.05485936	0.02630793	0.02818797	0.03041459	0.04898656	0.04231709	0.03600169	0.03808411
60800	0.03826213	0.02024330	0.02617403	0.03109726	0.03709928	0.02801502	0.04724199	0.03176825	0.03696147	0.02625995	0.03991966	0.03930378	0.01450331	0.04263074	0.04815872	0.03774212	0.03299574	0.02408443	0.04365066	0.04016860	0.04120419	0.02281660	0.02719334	0.04001194	0.05811327	0.04475697	0.04919582	0.03042744
60820	0.03990291	0.02145718	0.02577570	0.02349208	0.03199641	0.03271798	0.04222550	0.04493393	0.03823381	0.02328214	0.04687240	0.04193530	0.01890416	0.03915952	0.03702368	0.03858032	0.05679034	0.02031939	0.03658358	0.05054272	0.03806947	0.02719055	0.02930192	0.03071812	0.03664515	0.04020411	0.05340282	0.03373880
60840	0.04225197	0.01623532	0.03036030	0.02531458	0.03431656	0.03499078	0.04565706	0.03805769	0.03907299	0.01758026	0.03992230	0.03989086	0.01996825	0.05069682	0.03827073	0.04261477	0.04295464	0.02051718	0.04010200	0.04434547	0.04644646	0.02618935	0.02262273	0.04576727	0.04328386	0.02635582	0.05504724	0.03116672
60860	0.03311709	0.02600467	0.02344947	0.02410907	0.03109793	0.03163019	0.04817615	0.03579311	0.04649791	0.02201709	0.03175997	0.03921400	0.01955502	0.04802709	0.04590835	0.02863794	0.05170333	0.01903570	0.05917543	0.03797646	0.04601538	0.02058483	0.02378766	0.03828958	0.05045876	0.03366790	0.04879962	0.03551033
60880	0.04456417	0.02072730	0.03340092	0.02442662	0.03442061	0.03367369	0.05629140	0.03761659	0.03908649	0.03009637	0.04140748	0.03624198	0.01836241	0.04084152	0.03290013	0.03362653	0.05436971	0.01900415	0.03720594	0.03857088	0.03711010	0.03555196	0.01851557	0.04530304	0.03575088	0.03298011	0.05037769	0.03757576
60900	0.04111115	0.01690080	0.02307207	0.02317393	0.03539441	0.03125102	0.04250928	0.04043534	0.03421777	0.02649658	0.04292543	0.04099663	0.01752485	0.03651149	0.03554919	0.04319825	0.04241891	0.01823294	0.05152419	0.03816530	0.06087663	0.02769155	0.02328912	0.03885485	0.03853184	0.04444764	0.05387175	0.03082709
60920	0.04299262	0.03012223	0.01980023	0.02809803	0.03610853	0.03958023	0.05201964	0.04044743	0.04132251	0.02486141	0.03174588	0.03976628	0.01742745	0.04152192	0.04335013	0.04044300	0.05160147	0.01621213	0.03862674	0.03776207	0.04744467	0.01635033	0.02482568	0.03684460	0.03891521	0.03526432	0.05490907	0.03163619
